uuid,graphic_layer,node,path,point
d5ba0437-9666-4c88-a1cc-4a983e9d7d9d,Standard,49b511fa-8cff-45f4-9a59-54faaaf90abf,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.78531073,0.44262295],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
189e6f29-116f-4087-8cdc-9303cbb41e89,Standard,f6272655-bd7e-4d2d-8bdd-285f3ac0d3e8,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.92090395,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
95d6c85f-bb3b-4bac-84fc-1a821ac0256f,Standard,ff947647-b551-41ae-bcfd-6af228250c96,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.89830508,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
7258b56d-8372-42f5-b75f-863b3f81e25a,Standard,ca438ab9-3abc-4416-91d1-df01d1c5fa5a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.65536723,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
7855bf17-05c0-4ed4-b1c0-b3dcd6fd24df,Standard,bea7ca63-3ae4-4280-8127-fe2c7fd5ea2d,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.88135593,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
645190a6-cd64-4488-abb5-c6390445cbef,Standard,f1e55c8b-357f-45a7-9d57-e299f9b207f3,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.79096045,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
af28cad4-4552-4974-97f8-31396b30409e,Standard,85ea3976-1779-4d46-bd6f-dfd36427ebdf,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.14754098],[0.23728814,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
166a98e8-88a8-4507-a473-5c27d334477d,Standard,5981fe65-3c92-4a78-af92-1461904046d0,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.95480226,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
31c8d1f9-a00e-4392-ae33-da09323f0b4c,Standard,67af7db0-0fd8-4657-bb4f-43a2141b9f73,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.62711864,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
0dde18db-3ec4-4941-b84c-231452a1f23b,Standard,e2267696-669b-48e8-b43a-37d0db95011d,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.84745763,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
70e6914f-0cad-4319-9ae3-7cd5482152ea,Standard,e25387d0-ab9a-406d-bcb4-555414b88b1b,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.86440678,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
52d41e1a-4ad9-4f82-ae81-ce9a6a4d0a1b,Standard,e018b95e-fca5-40f7-8550-b05a619169dc,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.90960452,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
08d4e2ec-8532-4327-9d9d-aa51393d53e8,Standard,31a2b9bf-e785-4475-aa44-1c34646e8c79,"{""type"":""LineString"",""coordinates"":[[0.03389831,0.27868852],[0.06779661,0.27868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fed5e0ee-a4ad-488a-beb2-b2a70465eb56,Standard,d29f66a1-dee9-4e3e-9f41-c4bc8d375bbe,"{""type"":""LineString"",""coordinates"":[[0.03389831,0.78688525],[0.06779661,0.78688525]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
5ea15b76-2059-405d-a030-b8bf6b7d4f06,Standard,2fe5100e-d4e8-4bc4-9c7c-bcc0fc56f518,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.96610169,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
59de95df-5cab-47b5-bfc2-223043a24e97,Standard,92cb5065-2e57-4099-8e29-75cbc0c80370,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.6779661,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
8bb36c81-659c-42b6-8772-dbf4cdd68baa,Standard,cdda8fa5-9a18-4f3e-951d-1ec0009191b4,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.93220339,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
7eb3ff43-5237-4a87-8a83-05e6fab5f6e5,Standard,2aa2d409-8bb2-477d-ac7a-6439552e136a,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.74576271,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ed4ad694-299d-4c79-bb31-3d7f9f6013db,Standard,9d7038e9-5bcc-4676-bead-46c4f1291ba8,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.90960452,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
dbcab492-c97f-4a09-be52-5cf03bfd8490,Standard,eb95ff15-56db-4463-bb54-0ee131167812,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.20338983,0.75409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ceb5394a-78c5-4f94-a4dc-ad051fedfa17,Standard,032768b4-2426-4abf-806b-83813ac5137a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.14689266,0.75409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
a4ee0ad6-0813-4537-b795-edf17d4af91a,Standard,fc7821d2-ac64-483e-b520-38d9971f4db0,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.86440678,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
d135cd38-118a-4c91-8435-6e72518d444a,Standard,9b509c7d-4647-40fd-b03e-7ab919215cc6,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.71751412,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
8910eb73-d32f-471f-a7a5-92570070be29,Standard,6dcdc87b-a719-416f-9da1-21a701048f3a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.88700565,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
8e1c4db3-dfd2-4522-8478-7b760ddeb35d,Standard,b8fa1f73-223c-4b08-a140-44f12484cce3,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.75141243,0.04918033],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
a9b3d323-e2bd-4d53-9de9-82ac9185cdfe,Standard,8254d91b-e5da-4402-bb8f-301eafa09d28,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.83615819,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5a3624d9-a81a-4d94-80c8-f7594aad0ff6,Standard,cbcfc3b6-ac90-4215-975c-a033f5cf9912,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.14689266,0.66393443],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
28a9c06f-b6e3-4104-b904-aad99b88fcab,Standard,ce513b50-b57a-41e2-b744-4c0fd2ae97d0,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.71186441,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1dab7f15-3824-44ca-9b64-2364d53192ab,Standard,462ca5a4-7ac1-4dbe-a1cf-0bb6b9b9b717,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.78531073,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5eb4b7b9-ca34-49ec-a7ba-39e54df125c5,Standard,c81d6099-66b2-45d8-b8a4-c19ceb862f6e,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.84180791,0.44262295],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
875f82ba-ccb5-4514-8046-658e6629091f,Standard,c6c177b0-5004-4db0-8cde-6293330a4757,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.68926554,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ede4610a-e3c4-4bdd-bad4-b1fe0b84b847,Standard,49e14db3-a4bc-464a-b606-653ac8a604dd,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.82485876,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
512bdb98-4b93-4691-b710-021fb746526a,Standard,df8df8d2-3494-4da9-8d1b-f913d15f520f,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81920904,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
31c566a5-37ba-4520-aec3-add6044fbfa5,Standard,c5af5a34-211a-4105-a8e1-f447140073c6,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.31073446,0.66393443],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
63d56d37-d81e-4476-8916-83ae7ad4c7f2,Standard,4db634e5-3eb8-4c17-bc44-eb224667580c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.89830508,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
65acfa71-ccb9-4c73-8869-d24e740f3652,Standard,3ec2f2a0-36a3-4d11-88ee-cc4df001e876,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.79096045,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
74b3a575-3f22-4673-a89c-1199c06a2d0f,Standard,b37ea333-65e1-4211-8449-993b67e8e0e2,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.93785311,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1c859190-f5ef-407e-b792-eabaa2472408,Standard,9ce9d92c-5583-4b16-bec6-9f67834663cb,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81920904,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
e80cc517-0a6c-47f2-a7a7-298f49dc353d,Standard,dc022eec-16b0-4a64-a2f5-498d81aca71e,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.68361582,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
30e110e8-da4d-4970-bc25-3f9d7300b6ac,Standard,270c7266-45dc-4e45-829f-c04f6b631cad,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81920904,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
a506609d-8884-4945-80c8-cae5b027fe1b,Standard,41c0087f-ce27-4da3-97d2-92d711b639b4,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.7740113,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
e9774353-a9b8-4e3d-a17a-0748c2c26e92,Standard,00bbc353-d47e-4865-a696-fe5d29b9e6a2,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.76836158,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
dd5aefc9-bf4f-4647-8a7f-9a618b912074,Standard,535b3fa4-ed67-4ab1-9a68-e7db83e05967,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.09039548,0.75409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1f91737b-2808-4986-839c-4d8238dbbb35,Standard,60173008-809d-4d8f-b06a-3c4a838dd989,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.78531073,0.47540984],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
dc4124c6-ee52-40d9-81d6-c5832a5c1fba,Standard,f26b5511-3c50-42d5-97c2-be408330eb84,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.84745763,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
b46007d2-6836-4a68-a3d7-9c1711248f90,Standard,636dec7c-4242-46e8-b7ae-db7e5a28c39c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.75706215,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
10215742-8e24-46f8-993c-cd9a6220e733,Standard,2c5d4eda-6b33-4ad5-a135-7037baa7d6eb,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.20338983,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
c945778f-a8e2-491a-acaf-7b594764f775,Standard,98072ded-726f-4f0b-8bbc-4fb6d5086a7b,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.88700565,0.04918033],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
abafb627-a899-43cc-bc4e-e6a574da9f1a,Standard,ae234bc5-b751-41f2-95ee-b78de124c583,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8079096,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1dc63262-3e84-4ff5-a65c-2373cbd4b222,Standard,75f2dfb9-75a0-496d-9c44-79e7df54c1df,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.87570621,0.04918033],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
a485471a-ad4f-4ca8-b960-ebf1a5504fd4,Standard,b3a7431d-89b0-41cb-87a9-5853890796cd,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.25423729,0.24590164],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
96fb5883-b7dd-4646-8bf9-e6e6d730f5bb,Standard,1ee9de9a-0095-4b58-beeb-e56fb908844a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.66666667,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
f56308ac-a9a1-4d69-a5e2-70ba302520de,Standard,4303784e-7193-454a-9be4-3591400b4eeb,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.93220339,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
