uuid,p,time
edbf3ffd-08e7-4d1d-9908-f2846fb6e9e3,0.0,2016-01-01T12:45Z[UTC]
b81dc82e-5493-4708-aa29-5b2e6dffc4df,0.0,2016-01-01T13:00Z[UTC]
ac893b4d-d2be-4dd2-a18c-b9ae7b9e0801,0.0,2016-01-01T13:15Z[UTC]
0296b72f-f96e-4f36-bdf2-b5197a98061b,0.0,2016-01-01T13:30Z[UTC]
f13d5216-d0f9-4d8b-932e-6aeb7c015382,0.0,2016-01-01T13:45Z[UTC]
4c50e8b6-ce78-465d-a5ee-62152ccc9335,0.0,2016-01-01T14:00Z[UTC]
df2d8c78-b4c1-41ee-96b1-55cca3c78d32,0.0,2016-01-01T14:15Z[UTC]
1843e0ca-a3a5-435e-8b14-aac33eae0ce8,0.0,2016-01-01T14:30Z[UTC]
761300a5-b3e1-4de5-925f-a386e88a2dbb,0.0,2016-01-01T14:45Z[UTC]
b6f0a9f1-892e-49b3-be51-4a05f0fb3130,0.0,2016-01-01T15:00Z[UTC]
f341f3f2-c03b-433e-90ca-1fa858840abd,0.0,2016-01-01T15:15Z[UTC]
bc5397e5-ab50-4236-9059-2739bdaef0f2,0.0,2016-01-01T15:30Z[UTC]
86d85f37-7003-4480-bcfc-da936d16aa6a,0.0,2016-01-01T15:45Z[UTC]
58cffc98-17d7-4c7b-a2d3-c3da8a10d41c,0.0,2016-01-01T16:00Z[UTC]
7317e2e0-37a5-45b9-9866-f8f412ef7dff,0.0,2016-01-01T16:15Z[UTC]
d48978e9-91a5-4158-aa29-89155fe1a196,0.0,2016-01-01T16:30Z[UTC]
1d5c7e11-9708-4e7a-8621-40f38cea86eb,0.0,2016-01-01T16:45Z[UTC]
81e13adf-1a26-4aef-afd5-87c72b461157,0.0,2016-01-01T17:00Z[UTC]
af48003c-d2eb-444d-8b30-e69fd02693e0,0.0,2016-01-01T17:15Z[UTC]
0bdbe4cc-8dd5-4bcf-bc54-a273e3217c93,0.0,2016-01-01T17:30Z[UTC]
d8597904-76da-4cac-acac-c6da6de87c57,0.0,2016-01-01T17:45Z[UTC]
b2c911f5-f56e-44a1-879c-589549118b73,0.0,2016-01-01T18:00Z[UTC]
5e733eaa-80bb-4ace-ab9c-4ef33e16c188,0.0,2016-01-01T18:15Z[UTC]
8bd31edf-721d-48d5-8051-d6bb86f3a485,0.0,2016-01-01T18:30Z[UTC]
e7315fbd-51e9-4915-9805-773aad222b90,0.0,2016-01-01T18:45Z[UTC]
c688097b-291d-4a8e-855c-8d6f49c957b9,0.0,2016-01-01T19:00Z[UTC]
d99321a1-f80f-4285-a52d-258fa79d9375,0.0,2016-01-01T19:15Z[UTC]
7b3830e5-342d-490c-858f-0ec74dbe390c,0.0,2016-01-01T19:30Z[UTC]
ee86c16e-8f35-4ee8-be05-0c431c7b0433,0.0,2016-01-01T19:45Z[UTC]
674f3fbc-519c-454c-9fa0-95ddfb055bc8,0.0,2016-01-01T20:00Z[UTC]
5cdd695b-261c-4fc2-afeb-85533913005a,0.0,2016-01-01T20:15Z[UTC]
dbfd5ce1-13bf-44da-be9c-4b7323273e3a,0.0,2016-01-01T20:30Z[UTC]
0f8b4de0-5783-4e45-a2f1-9aca6b500e54,0.0,2016-01-01T20:45Z[UTC]
83b2b1d2-fae1-49b7-a660-2f6738030e9a,0.0,2016-01-01T21:00Z[UTC]
aa717118-cbd9-4013-802b-1b3de7680676,0.0,2016-01-01T21:15Z[UTC]
4577dd51-2d5e-44a6-bfad-239a1bfadcc6,0.0,2016-01-01T21:30Z[UTC]
c70756e3-ed67-40d0-a519-7e4a79bf7aca,0.0,2016-01-01T21:45Z[UTC]
af1c3992-50d9-4d5b-a811-030c0f5a5850,0.0,2016-01-01T22:00Z[UTC]
4f5e1c51-b8f9-4219-bc50-ecce0e51c6a2,0.0,2016-01-01T22:15Z[UTC]
1c4ceb93-8aaf-4264-bc73-6a613fb5d908,0.0,2016-01-01T22:30Z[UTC]
7d34ba00-a532-4898-958f-a38fb743b1be,0.0,2016-01-01T22:45Z[UTC]
30ab67db-931e-4155-a23c-024e043318c8,0.0,2016-01-01T23:00Z[UTC]
d03a6d20-15dd-43bd-bd21-fafb54eb8cf0,0.0,2016-01-01T23:15Z[UTC]
0c65a0f2-2a03-4ca9-8468-3f6cf7fdf2df,0.0,2016-01-01T23:30Z[UTC]
17ccd622-20b7-4a43-9401-250f68964447,0.0,2016-01-01T23:45Z[UTC]
347b2f5b-7386-4969-9aaa-9ce345172ee6,0.0,2016-01-02T00:00Z[UTC]
e5b20a74-d2f1-4d30-a674-334c9a4bc54b,0.0,2016-01-02T00:15Z[UTC]
bbdae825-4fc9-4c5f-8178-22758587a3bb,0.0,2016-01-02T00:30Z[UTC]
97f0c81d-7622-4adf-b2ba-0f5db571a6dd,0.0,2016-01-02T00:45Z[UTC]
c37843e9-924d-4f2d-a785-e7340e7eb612,0.0,2016-01-02T01:00Z[UTC]
5f763e53-01c8-4b76-acdb-9e35a0fb23c7,0.0,2016-01-02T01:15Z[UTC]
04591a5b-f4dc-41c2-acf6-a9c156d42743,0.0,2016-01-02T01:30Z[UTC]
c5c5e0d9-3b27-4280-8898-89e6d54360ee,0.0,2016-01-02T01:45Z[UTC]
5ea3b4ec-8d93-4d66-b06c-e6f56bc11c10,0.0,2016-01-02T02:00Z[UTC]
1066c154-d947-49c8-89d1-6a9baa7ba5fc,0.0,2016-01-02T02:15Z[UTC]
9f9f0b85-cad5-4604-a3cb-8da8cede8f9c,0.0,2016-01-02T02:30Z[UTC]
fb785c62-f941-4002-9676-d8fbaea23b63,0.0,2016-01-02T02:45Z[UTC]
e25367df-82b6-4dce-9e5e-9e3c193b91e0,0.0,2016-01-02T03:00Z[UTC]
6be32300-fcee-4c34-b584-ecba0d781cdf,0.0,2016-01-02T03:15Z[UTC]
4efa3135-b553-4050-b4e2-26f5c8aa4e25,0.0,2016-01-02T03:30Z[UTC]
07cbed4e-318b-4959-bf80-d07f633204e8,0.0,2016-01-02T03:45Z[UTC]
394b9df8-6c01-4ab4-8e38-14356cb0f06b,0.0,2016-01-02T04:00Z[UTC]
8f66e9c6-06a3-4781-9b15-7440653c50c3,0.0,2016-01-02T04:15Z[UTC]
3d714b14-5180-4cd8-bd34-daa70a73835c,0.0,2016-01-02T04:30Z[UTC]
18d48c35-16ca-4184-8298-565bf96aad4a,0.0,2016-01-02T04:45Z[UTC]
8c17a132-79b3-4083-af4b-4d5a1b694b48,0.0,2016-01-02T05:00Z[UTC]
f2240822-56ce-4cee-8191-cab84ad99357,0.0,2016-01-02T05:15Z[UTC]
62345e56-9e31-4c61-b7f8-76037ffd925a,0.0,2016-01-02T05:30Z[UTC]
da6a4191-74ab-4a35-8e28-51e8f1ada15f,0.0,2016-01-02T05:45Z[UTC]
07405083-c170-4d46-af5c-0a4da909e368,0.0,2016-01-02T06:00Z[UTC]
ea34fb84-5912-4474-b8f1-088709558506,0.0,2016-01-02T06:15Z[UTC]
89e4e58e-ea83-48f2-baf0-1e36d023e314,0.0,2016-01-02T06:30Z[UTC]
0c629fce-493a-446d-a87c-07e44fd1bf2e,0.0,2016-01-02T06:45Z[UTC]
f9a8de04-7bfe-49a7-991d-6edb9584e139,0.0,2016-01-02T07:00Z[UTC]
4e3601f7-da3c-491b-b695-0a0a529e299f,0.0,2016-01-02T07:15Z[UTC]
e6806d22-625d-4c83-ba26-2afd2a0e3b5b,0.0,2016-01-02T07:30Z[UTC]
9a647412-9772-4309-bd75-77a442aff717,0.0,2016-01-02T07:45Z[UTC]
2eab2da5-3163-4e3c-bb04-ab30a1cef377,0.0,2016-01-02T08:00Z[UTC]
13fd390c-4e8b-41fe-8f67-f38c07bdb850,0.0,2016-01-02T08:15Z[UTC]
929e572d-a650-473d-8a64-8a3ad80cf102,0.0,2016-01-02T08:30Z[UTC]
531ffddf-5fa4-40c4-9732-86327a4e8c11,0.0,2016-01-02T08:45Z[UTC]
0458214f-471c-44e8-a00e-d7725dc6aadc,0.0,2016-01-02T09:00Z[UTC]
9d78296b-74b1-4d09-844b-71428ddd20b2,-0.66527961,2016-01-02T09:15Z[UTC]
0ef8edb5-da79-4c74-a8f1-d51ba3b6d5fc,-1.33056411,2016-01-02T09:30Z[UTC]
4000f67b-e06d-4599-ae35-fd20616f9144,-1.99584372,2016-01-02T09:45Z[UTC]
cdbff1b3-b34b-45e8-92ca-020cf312ece7,-2.66112822,2016-01-02T10:00Z[UTC]
b9e29ba3-bf2d-42bc-bc5d-b515f9f60724,-2.69374941,2016-01-02T10:15Z[UTC]
63586e6f-db94-40d2-8ee3-fb07adf02408,-2.7263706,2016-01-02T10:30Z[UTC]
23eaf337-9b38-4ccd-8478-0ff733438815,-2.75899179,2016-01-02T10:45Z[UTC]
de93a672-6d68-4c82-8631-56c978669caf,-2.79161298,2016-01-02T11:00Z[UTC]
165d1ec3-0fcc-425f-ba63-021b6d3c367e,-3.23269098,2016-01-02T11:15Z[UTC]
1bea4584-6574-424e-a5e1-f3a55735fb1c,-3.67376898,2016-01-02T11:30Z[UTC]
1d7ce2ba-9770-4e12-9483-78f22b33cee6,-4.11484698,2016-01-02T11:45Z[UTC]
f2482559-4713-4801-9bcc-068d8b8137ee,-4.55592498,2016-01-02T12:00Z[UTC]
1a6e7e0f-e841-4f31-8490-501180196c33,-4.56059004,2016-01-02T12:15Z[UTC]
8bb7dc33-b2ef-4d8a-8c18-fc3f1cdeb547,-4.5652551,2016-01-02T12:30Z[UTC]
449533b5-8711-421d-b397-554a9d776a3f,-4.56991527,2016-01-02T12:45Z[UTC]
9d42dc2a-2ab6-422e-b00f-6c03b27b0310,-4.57458033,2016-01-02T13:00Z[UTC]
c03cae29-eff7-46e6-aeee-221722ae3354,-4.7362584,2016-01-02T13:15Z[UTC]
05108c26-f794-4ec6-893a-a1c9b19353b5,-4.8979218,2016-01-02T13:30Z[UTC]
99110672-eec8-47f4-ac20-da3e2ad5ac2f,-5.0596341,2016-01-02T13:45Z[UTC]
3092d87c-d344-47f7-af9b-dc07286ae2bb,-5.2212975,2016-01-02T14:00Z[UTC]
4903a294-3633-4a08-81c6-fec616c93223,-3.91597557,2016-01-02T14:15Z[UTC]
d8ac3398-3391-48e2-b29f-c0d350f9637b,-2.61064875,2016-01-02T14:30Z[UTC]
433b68e9-7d71-4e28-ae68-86068c257654,-1.30532682,2016-01-02T14:45Z[UTC]
503094b7-073e-4a3e-8d42-b2c22a90eceb,0.0,2016-01-02T15:00Z[UTC]
c3278fe4-d14a-43d8-8e2c-dfcaa1732063,0.0,2016-01-02T15:15Z[UTC]
37bcdf69-af16-4ed5-91c0-16042c36743f,0.0,2016-01-02T15:30Z[UTC]
5e1eafc6-2b0d-4d09-a70d-9562deed4163,0.0,2016-01-02T15:45Z[UTC]
89301dea-6e44-4f81-aa79-d02396cd0b18,0.0,2016-01-02T16:00Z[UTC]
50c37bf2-1474-4d11-b8b9-3c85fc55efbb,0.0,2016-01-02T16:15Z[UTC]
e2fd8a09-7e1b-4c8a-a28a-b5d99a138551,0.0,2016-01-02T16:30Z[UTC]
171953c2-dcfa-49fd-9270-d49eb972e2d1,0.0,2016-01-02T16:45Z[UTC]
8730efdf-001e-470a-9afe-04135ea1eae4,0.0,2016-01-02T17:00Z[UTC]
c8da3538-919d-4ceb-bb4b-d8678e0249f4,0.0,2016-01-02T17:15Z[UTC]
81c5b716-1de1-4df8-9d4b-b382519f63bb,0.0,2016-01-02T17:30Z[UTC]
88242792-154d-46e9-ba25-156e60b11dce,0.0,2016-01-02T17:45Z[UTC]
4fd22697-b60e-4ca9-b38d-ec6342162740,0.0,2016-01-02T18:00Z[UTC]
87637eb5-8500-4f75-a10e-cd53138d018e,0.0,2016-01-02T18:15Z[UTC]
a84bdf0f-7278-47af-b04b-e67455bf4d2e,0.0,2016-01-02T18:30Z[UTC]
7586db9c-4fef-4168-a7c7-fd935c093466,0.0,2016-01-02T18:45Z[UTC]
9bad14dd-1594-4f09-95c4-2e1efba9be7d,0.0,2016-01-02T19:00Z[UTC]
6110be96-5293-4b7a-a185-be250d78adf0,0.0,2016-01-02T19:15Z[UTC]
c822119d-d5ad-4cf7-9a20-39cbbfe1d952,0.0,2016-01-02T19:30Z[UTC]
0da9935e-b551-4482-9b0b-2e2792484b99,0.0,2016-01-02T19:45Z[UTC]
d6167f6b-b127-4457-adf2-e155a1b789aa,0.0,2016-01-02T20:00Z[UTC]
78388f11-fad8-433a-b171-dee92b35d86a,0.0,2016-01-02T20:15Z[UTC]
6afefe4c-2e37-4406-a335-eaf70ef9b125,0.0,2016-01-02T20:30Z[UTC]
83aac4d7-0020-44e6-a615-dee911795893,0.0,2016-01-02T20:45Z[UTC]
02614094-9ee6-4186-b249-5842b5f7b520,0.0,2016-01-02T21:00Z[UTC]
3541e460-8579-4374-bd89-fcc448db21e2,0.0,2016-01-02T21:15Z[UTC]
36bd5894-46f8-4716-9e1d-d39e95e5ee13,0.0,2016-01-02T21:30Z[UTC]
90367655-3452-40c7-b8cb-e61045c9887e,0.0,2016-01-02T21:45Z[UTC]
ba3eeb92-fe07-497f-913a-ce8879723bf5,0.0,2016-01-02T22:00Z[UTC]
e8a3e489-9bc5-423d-a988-32031679246a,0.0,2016-01-02T22:15Z[UTC]
7eb6d145-a631-4259-86c3-6ece5f7e34e0,0.0,2016-01-02T22:30Z[UTC]
2700a9e0-d480-4a41-8aac-c3d205c37771,0.0,2016-01-02T22:45Z[UTC]
67da53d7-7398-488a-a9fc-7db61a61cfe7,0.0,2016-01-02T23:00Z[UTC]
912a3004-b72e-474a-9003-e05c68c0a3c1,0.0,2016-01-02T23:15Z[UTC]
7cf43101-4be4-40d8-bd6e-38015a213374,0.0,2016-01-02T23:30Z[UTC]
c933704d-5a64-4013-808c-71a6ae6adee7,0.0,2016-01-02T23:45Z[UTC]
57170c41-30be-4737-8c5c-410a6752c7a1,0.0,2016-01-03T00:00Z[UTC]
d742c118-c1a4-4bb7-875a-3ad154217cae,0.0,2016-01-03T00:15Z[UTC]
437e9335-e553-43c4-9f52-836b633d302d,0.0,2016-01-03T00:30Z[UTC]
25fd7012-66fe-4805-b1fc-28ed82d0203c,0.0,2016-01-03T00:45Z[UTC]
f3b1ac2d-dcc6-4b08-827b-0a02ff6cd16e,0.0,2016-01-03T01:00Z[UTC]
168c0d57-86f0-42e8-b1a9-400d758faa1e,0.0,2016-01-03T01:15Z[UTC]
297eae34-0438-4a90-b13a-13f354e6d225,0.0,2016-01-03T01:30Z[UTC]
7a5fdbed-f9b5-4ef2-8854-6a73c71ab4e7,0.0,2016-01-03T01:45Z[UTC]
e866935a-e178-4e75-b293-d70a7864af86,0.0,2016-01-03T02:00Z[UTC]
49bb20b1-18c9-4a92-9579-bd759f87577e,0.0,2016-01-03T02:15Z[UTC]
db19e0b3-910e-4b11-836d-514f6c72e765,0.0,2016-01-03T02:30Z[UTC]
5818a9f7-30e4-4fe5-87f7-812a744c4280,0.0,2016-01-03T02:45Z[UTC]
2e46ef10-e66d-4d8f-ad5e-cebefeb6addd,0.0,2016-01-03T03:00Z[UTC]
a9813906-f346-4973-a035-313cbd4e9979,0.0,2016-01-03T03:15Z[UTC]
558cf606-350e-4fdd-944b-22170cf0a8ed,0.0,2016-01-03T03:30Z[UTC]
ec8ab067-b6f6-4175-b62d-bbed1421ac24,0.0,2016-01-03T03:45Z[UTC]
3e8aa3ce-c49a-467e-a440-384956e5303f,0.0,2016-01-03T04:00Z[UTC]
55cb6320-eb7e-423d-8f1e-580cdde47d94,0.0,2016-01-03T04:15Z[UTC]
7f10ece7-4184-4b13-a1b2-ddc38829c3a7,0.0,2016-01-03T04:30Z[UTC]
ef66a8e7-b902-42e1-857b-44a13aa5ada6,0.0,2016-01-03T04:45Z[UTC]
b70e9e01-8962-4d39-93e6-0b32ed6544bd,0.0,2016-01-03T05:00Z[UTC]
c943da0c-b802-410b-8243-5c209bce7b43,0.0,2016-01-03T05:15Z[UTC]
c6947ea6-4a73-4d72-990c-2828d17c90cd,0.0,2016-01-03T05:30Z[UTC]
7d9d365e-0fba-4929-a1e8-caee07e8af29,0.0,2016-01-03T05:45Z[UTC]
35892d4a-03af-419e-9e5f-0c5141456a62,0.0,2016-01-03T06:00Z[UTC]
26a5a9b4-0a12-494d-aba8-dad6c78f936d,0.0,2016-01-03T06:15Z[UTC]
0eb62744-9376-4588-92d7-23e8cae84cf6,0.0,2016-01-03T06:30Z[UTC]
1b3e9857-a8ac-4580-acac-9b7f882ce7f8,0.0,2016-01-03T06:45Z[UTC]
b6ba7f78-b739-4f87-9b1a-146f159c6ba7,0.0,2016-01-03T07:00Z[UTC]
30cd4a57-9b90-453a-b6ae-9e0e051738f6,0.0,2016-01-03T07:15Z[UTC]
cc9ad6b9-af65-4718-8b09-74d0f474caeb,0.0,2016-01-03T07:30Z[UTC]
ed130e50-fac4-4d76-b98d-8207713d8718,0.0,2016-01-03T07:45Z[UTC]
ef53f8c4-e776-4e8a-9c45-81989d8043ad,0.0,2016-01-03T08:00Z[UTC]
ca97093d-965c-47bf-a227-c91422b2be91,-0.69133842,2016-01-03T08:15Z[UTC]
273ae92a-aa2c-4245-a4a0-b9fe7a9d6f72,-1.38267684,2016-01-03T08:30Z[UTC]
1e9d20ac-ac8d-4f7c-9238-a6d81d293630,-2.07402015,2016-01-03T08:45Z[UTC]
ae0df7e0-9f81-428f-a52e-7909812e8ef3,-2.76535857,2016-01-03T09:00Z[UTC]
3de95b07-76ae-4995-ad7f-83ef5809b9e5,-2.73395988,2016-01-03T09:15Z[UTC]
8d2ae282-a91c-4d81-98f3-18b0a47a510b,-2.70256608,2016-01-03T09:30Z[UTC]
75836dee-ff24-488e-87c1-f73518895268,-2.67116739,2016-01-03T09:45Z[UTC]
c176644a-348a-45cc-8e90-0ac12aa68012,-2.63977359,2016-01-03T10:00Z[UTC]
4ff168d5-d6f1-42ad-8720-cacc0ea8f6a0,-1.97982897,2016-01-03T10:15Z[UTC]
a457cd5c-1786-4b44-8de8-6e6da73ffa9a,-1.31988435,2016-01-03T10:30Z[UTC]
d7b36704-bc6e-4d1a-ba8d-4d948d54b0ef,-0.65994462,2016-01-03T10:45Z[UTC]
e6e7b1da-920f-47f7-a21a-302ac96803e3,0.0,2016-01-03T11:00Z[UTC]
fb900a89-aca5-4347-a967-337dede81683,0.0,2016-01-03T11:15Z[UTC]
3828501b-a657-400d-8f99-fea327da445a,0.0,2016-01-03T11:30Z[UTC]
baf4fee6-bce4-40d4-9c47-3c2d0611cead,0.0,2016-01-03T11:45Z[UTC]
829d0425-27ee-4bbc-bbe7-2820f98b3779,0.0,2016-01-03T12:00Z[UTC]
9ed9f849-9c88-4751-b5e2-4a5f35f48f5f,0.0,2016-01-03T12:15Z[UTC]
cf3225a9-897e-492c-b73f-99c34d118019,0.0,2016-01-03T12:30Z[UTC]
0c3d8ec1-9d16-4291-b387-e66e772d6c4e,0.0,2016-01-03T12:45Z[UTC]
1ef8181d-58f4-455e-a96a-4a5a6026811f,0.0,2016-01-03T13:00Z[UTC]
63cadd09-deb4-4d20-95ce-3a91e73303f5,0.0,2016-01-03T13:15Z[UTC]
71e4a4ab-b06d-4940-91d6-622f89f025a1,0.0,2016-01-03T13:30Z[UTC]
1ed2ed24-f294-4095-8f49-e36347dc3b71,0.0,2016-01-03T13:45Z[UTC]
92321688-03d8-4010-9c6b-ea1b8c3d67f5,0.0,2016-01-03T14:00Z[UTC]
068c6558-2415-4b16-bf70-652f2bc5d79e,0.0,2016-01-03T14:15Z[UTC]
9de622bc-3c4a-4702-af0d-f28e16da06ee,0.0,2016-01-03T14:30Z[UTC]
6c059d86-c5ed-40a3-97e2-6d79f3d15718,0.0,2016-01-03T14:45Z[UTC]
81c9132e-5413-4d76-8e64-60227001e1c0,0.0,2016-01-03T15:00Z[UTC]
891cdfbd-5d60-4134-ba37-0816751b1529,0.0,2016-01-03T15:15Z[UTC]
baa8e883-7dbd-4586-b157-6027cfd34b3f,0.0,2016-01-03T15:30Z[UTC]
348fb3c3-e416-4b38-a451-4b6f87430fbe,0.0,2016-01-03T15:45Z[UTC]
61b7d248-ac5b-4562-9aa0-3d7dfc6a0c8e,0.0,2016-01-03T16:00Z[UTC]
afcfe353-a26b-4dbd-bca4-f0dfdc4e9cab,0.0,2016-01-03T16:15Z[UTC]
afa6562d-ea3f-4b21-9e9f-85fb82e9a05d,0.0,2016-01-03T16:30Z[UTC]
7291023d-ada4-4e66-9394-b2dab36ea22a,0.0,2016-01-03T16:45Z[UTC]
4e969390-01ad-4846-9ef3-7e88637a0b54,0.0,2016-01-03T17:00Z[UTC]
414bd461-4e89-4598-b1bd-e840816f206a,0.0,2016-01-03T17:15Z[UTC]
d6b00403-4301-4344-9a0e-768af0a6cbd6,0.0,2016-01-03T17:30Z[UTC]
cc8507ab-f85e-471e-92cd-f90573f826f4,0.0,2016-01-03T17:45Z[UTC]
a9236046-439b-4301-b384-9801b233bfd9,0.0,2016-01-03T18:00Z[UTC]
caabaf82-e692-44fe-950c-dd4d6d5e40fd,0.0,2016-01-03T18:15Z[UTC]
7b28c1dd-c630-4617-8ebb-d5f363d82441,0.0,2016-01-03T18:30Z[UTC]
b40cdbd1-067b-45fc-a75a-70fca12e0e20,0.0,2016-01-03T18:45Z[UTC]
cc39fc7b-61dc-4a16-b575-9dddfab94a00,0.0,2016-01-03T19:00Z[UTC]
3486cc5a-dd95-4822-8496-ea95393dd408,0.0,2016-01-03T19:15Z[UTC]
fc9dc351-5f8e-4cd0-b47a-525e54cb3f70,0.0,2016-01-03T19:30Z[UTC]
65942499-5520-41ed-86fb-70fbc502a723,0.0,2016-01-03T19:45Z[UTC]
1eee5e87-e6d9-475f-ba6e-f75ac7faa6f4,0.0,2016-01-03T20:00Z[UTC]
22666a4d-9520-4a2d-a5e5-e23fb1d3af63,0.0,2016-01-03T20:15Z[UTC]
5fc93814-11f7-4609-83f9-05a436e25e71,0.0,2016-01-03T20:30Z[UTC]
c28a796e-9508-4280-858a-6b4777b5350f,0.0,2016-01-03T20:45Z[UTC]
1fbf3693-2581-4027-a7a4-9f7404708d82,0.0,2016-01-03T21:00Z[UTC]
117b4a31-64c0-40e3-81db-d781ca8a34c2,0.0,2016-01-03T21:15Z[UTC]
805c674a-ed46-4a70-bf2a-a5a764765194,0.0,2016-01-03T21:30Z[UTC]
132a5797-3aa0-473a-8549-736e0acedec1,0.0,2016-01-03T21:45Z[UTC]
7adaf031-1e43-4659-aa34-174a6e94385f,0.0,2016-01-03T22:00Z[UTC]
c6ab4084-ce3c-44c0-807e-be514c278de6,0.0,2016-01-03T22:15Z[UTC]
0c7b393a-c40b-4611-b92a-89a6c58df535,0.0,2016-01-03T22:30Z[UTC]
