p;q;time
0.82407;0.3915192;2016-01-01T12:45:00Z
1.051544;0.3639808;2016-01-01T13:00:00Z
0.561766;0.3816056;2016-01-01T13:15:00Z
0.748348;0.3521784;2016-01-01T13:30:00Z
0.565654;0.3679152;2016-01-01T13:45:00Z
0.464588;0.3265288;2016-01-01T14:00:00Z
0.415922;0.310792;2016-01-01T14:15:00Z
0.627848;0.3068584;2016-01-01T14:30:00Z
0.932908;0.2911216;2016-01-01T14:45:00Z
0.616186;0.310792;2016-01-01T15:00:00Z
0.491798;0.2753856;2016-01-01T15:15:00Z
0.398508;0.2734968;2016-01-01T15:30:00Z
1.341056;0.3501328;2016-01-01T15:45:00Z
0.98935;0.3207064;2016-01-01T16:00:00Z
0.621938;0.3639808;2016-01-01T16:15:00Z
0.464588;0.3128376;2016-01-01T16:30:00Z
0.31299;0.2832536;2016-01-01T16:45:00Z
0.843504;0.2832536;2016-01-01T17:00:00Z
0.43147;0.2911216;2016-01-01T17:15:00Z
0.437378;0.2813656;2016-01-01T17:30:00Z
0.482002;0.3422648;2016-01-01T17:45:00Z
0.466454;0.3482448;2016-01-01T18:00:00Z
0.843504;0.3501328;2016-01-01T18:15:00Z
0.616186;0.3422648;2016-01-01T18:30:00Z
0.55788;0.3521784;2016-01-01T18:45:00Z
0.54233;0.3501328;2016-01-01T19:00:00Z
0.86294;0.3128376;2016-01-01T19:15:00Z
0.516986;0.2242424;2016-01-01T19:30:00Z
0.305216;0.1908816;2016-01-01T19:45:00Z
0.27412;0.196704;2016-01-01T20:00:00Z
0.258572;0.188836;2016-01-01T20:15:00Z
0.233228;0.1672768;2016-01-01T20:30:00Z
0.241002;0.1652312;2016-01-01T20:45:00Z
0.254684;0.1849016;2016-01-01T21:00:00Z
0.460702;0.1712112;2016-01-01T21:15:00Z
0.468476;0.1594088;2016-01-01T21:30:00Z
0.2197;0.1455608;2016-01-01T21:45:00Z
0.221566;0.1376928;2016-01-01T22:00:00Z
0.171034;0.127936;2016-01-01T22:15:00Z
0.178808;0.1397384;2016-01-01T22:30:00Z
0.176942;0.1240024;2016-01-01T22:45:00Z
0.20213;0.082616;2016-01-01T23:00:00Z
0.163258;0.0885952;2016-01-01T23:15:00Z
0.178808;0.135804;2016-01-01T23:30:00Z
0.173054;0.1258904;2016-01-01T23:45:00Z
0.169168;0.120068;2016-01-02T00:00:00Z
0.163258;0.1240024;2016-01-02T00:15:00Z
0.16528;0.1298248;2016-01-02T00:30:00Z
0.167146;0.1258904;2016-01-02T00:45:00Z
0.163258;0.1161336;2016-01-02T01:00:00Z
0.161394;0.1298248;2016-01-02T01:15:00Z
0.161394;0.1258904;2016-01-02T01:30:00Z
0.161394;0.1298248;2016-01-02T01:45:00Z
0.163258;0.1318704;2016-01-02T02:00:00Z
0.173054;0.1436728;2016-01-02T02:15:00Z
0.161394;0.1258904;2016-01-02T02:30:00Z
0.149732;0.1101544;2016-01-02T02:45:00Z
0.151598;0.1240024;2016-01-02T03:00:00Z
0.159372;0.1337584;2016-01-02T03:15:00Z
0.149732;0.1240024;2016-01-02T03:30:00Z
0.151598;0.1219568;2016-01-02T03:45:00Z
0.169168;0.135804;2016-01-02T04:00:00Z
0.190468;0.1554744;2016-01-02T04:15:00Z
0.155484;0.120068;2016-01-02T04:30:00Z
0.155484;0.1219568;2016-01-02T04:45:00Z
0.153618;0.1298248;2016-01-02T05:00:00Z
0.178808;0.1082656;2016-01-02T05:15:00Z
0.198244;0.1337584;2016-01-02T05:30:00Z
0.186582;0.1376928;2016-01-02T05:45:00Z
0.17492;0.1397384;2016-01-02T06:00:00Z
0.145844;0.1101544;2016-01-02T06:15:00Z
0.159372;0.1258904;2016-01-02T06:30:00Z
0.16528;0.1298248;2016-01-02T06:45:00Z
0.173054;0.1240024;2016-01-02T07:00:00Z
0.157506;0.120068;2016-01-02T07:15:00Z
0.14771;0.1082656;2016-01-02T07:30:00Z
0.163258;0.135804;2016-01-02T07:45:00Z
0.161394;0.127936;2016-01-02T08:00:00Z
0.151598;0.1161336;2016-01-02T08:15:00Z
0.159372;0.120068;2016-01-02T08:30:00Z
0.173054;0.127936;2016-01-02T08:45:00Z
0.151598;0.1161336;2016-01-02T09:00:00Z
0.299308;0.1101544;2016-01-02T09:15:00Z
0.24691;0.10622;2016-01-02T09:30:00Z
0.24691;0.1455608;2016-01-02T09:45:00Z
0.670606;0.1612976;2016-01-02T10:00:00Z
0.68802;0.1594088;2016-01-02T10:15:00Z
0.204152;0.1337584;2016-01-02T10:30:00Z
0.186582;0.1397384;2016-01-02T10:45:00Z
0.227474;0.1337584;2016-01-02T11:00:00Z
0.204152;0.1082656;2016-01-02T11:15:00Z
0.347974;0.1337584;2016-01-02T11:30:00Z
0.553992;0.1770336;2016-01-02T11:45:00Z
0.571406;0.1751448;2016-01-02T12:00:00Z
0.509212;0.1691656;2016-01-02T12:15:00Z
0.24691;0.1633432;2016-01-02T12:30:00Z
0.278006;0.1455608;2016-01-02T12:45:00Z
0.462568;0.1318704;2016-01-02T13:00:00Z
0.31299;0.1534288;2016-01-02T13:15:00Z
0.351862;0.1751448;2016-01-02T13:30:00Z
0.563632;0.1612976;2016-01-02T13:45:00Z
0.559746;0.1534288;2016-01-02T14:00:00Z
0.200264;0.1573632;2016-01-02T14:15:00Z
0.544196;0.1594088;2016-01-02T14:30:00Z
0.466454;0.1573632;2016-01-02T14:45:00Z
0.641374;0.1554744;2016-01-02T15:00:00Z
0.330406;0.1849016;2016-01-02T15:15:00Z
0.221566;0.1751448;2016-01-02T15:30:00Z
0.248776;0.196704;2016-01-02T15:45:00Z
0.221566;0.2066176;2016-01-02T16:00:00Z
0.252662;0.1908816;2016-01-02T16:15:00Z
0.213792;0.180968;2016-01-02T16:30:00Z
0.215812;0.1751448;2016-01-02T16:45:00Z
0.237114;0.188836;2016-01-02T17:00:00Z
0.2197;0.1652312;2016-01-02T17:15:00Z
0.414056;0.1691656;2016-01-02T17:30:00Z
0.289668;0.1672768;2016-01-02T17:45:00Z
0.373164;0.1948152;2016-01-02T18:00:00Z
0.550104;0.1751448;2016-01-02T18:15:00Z
0.511234;0.1790792;2016-01-02T18:30:00Z
0.757988;0.180968;2016-01-02T18:45:00Z
0.51512;0.1849016;2016-01-02T19:00:00Z
0.59473;0.1770336;2016-01-02T19:15:00Z
0.36539;0.196704;2016-01-02T19:30:00Z
0.410168;0.202684;2016-01-02T19:45:00Z
0.384824;0.1908816;2016-01-02T20:00:00Z
0.217678;0.1594088;2016-01-02T20:15:00Z
0.200264;0.1376928;2016-01-02T20:30:00Z
0.233228;0.1652312;2016-01-02T20:45:00Z
0.223588;0.1633432;2016-01-02T21:00:00Z
0.233228;0.1534288;2016-01-02T21:15:00Z
0.2197;0.127936;2016-01-02T21:30:00Z
0.2197;0.1494952;2016-01-02T21:45:00Z
0.22934;0.1612976;2016-01-02T22:00:00Z
0.169168;0.114088;2016-01-02T22:15:00Z
0.169168;0.1219568;2016-01-02T22:30:00Z
0.161394;0.1101544;2016-01-02T22:45:00Z
0.217678;0.0865496;2016-01-02T23:00:00Z
0.13605;0.090484;2016-01-02T23:15:00Z
0.159372;0.1101544;2016-01-02T23:30:00Z
0.182694;0.1436728;2016-01-02T23:45:00Z
0.176942;0.1298248;2016-01-03T00:00:00Z
0.169168;0.1376928;2016-01-03T00:15:00Z
0.13605;0.1161336;2016-01-03T00:30:00Z
0.14771;0.1240024;2016-01-03T00:45:00Z
0.139936;0.1161336;2016-01-03T01:00:00Z
0.145844;0.1122;2016-01-03T01:15:00Z
0.106974;0.0944176;2016-01-03T01:30:00Z
0.145844;0.1298248;2016-01-03T01:45:00Z
0.122522;0.1003976;2016-01-03T02:00:00Z
0.143824;0.120068;2016-01-03T02:15:00Z
0.130296;0.114088;2016-01-03T02:30:00Z
0.12641;0.1082656;2016-01-03T02:45:00Z
0.104952;0.0846616;2016-01-03T03:00:00Z
0.128274;0.104332;2016-01-03T03:15:00Z
0.143824;0.1161336;2016-01-03T03:30:00Z
0.145844;0.120068;2016-01-03T03:45:00Z
0.178808;0.1180224;2016-01-03T04:00:00Z
0.180828;0.1515408;2016-01-03T04:15:00Z
0.145844;0.1298248;2016-01-03T04:30:00Z
0.427582;0.1397384;2016-01-03T04:45:00Z
0.767784;0.1298248;2016-01-03T05:00:00Z
0.227474;0.1337584;2016-01-03T05:15:00Z
0.209904;0.1455608;2016-01-03T05:30:00Z
0.173054;0.120068;2016-01-03T05:45:00Z
0.171034;0.1476064;2016-01-03T06:00:00Z
0.151598;0.1318704;2016-01-03T06:15:00Z
0.12641;0.098352;2016-01-03T06:30:00Z
0.155484;0.1122;2016-01-03T06:45:00Z
0.1205;0.0846616;2016-01-03T07:00:00Z
0.1205;0.096464;2016-01-03T07:15:00Z
0.14771;0.120068;2016-01-03T07:30:00Z
0.128274;0.090484;2016-01-03T07:45:00Z
0.132162;0.098352;2016-01-03T08:00:00Z
0.139936;0.1101544;2016-01-03T08:15:00Z
0.159372;0.1219568;2016-01-03T08:30:00Z
0.116614;0.082616;2016-01-03T08:45:00Z
0.128274;0.098352;2016-01-03T09:00:00Z
0.182694;0.1219568;2016-01-03T09:15:00Z
0.188602;0.1122;2016-01-03T09:30:00Z
0.20213;0.1022864;2016-01-03T09:45:00Z
0.447018;0.127936;2016-01-03T10:00:00Z
0.6336;0.1240024;2016-01-03T10:15:00Z
0.489776;0.1240024;2016-01-03T10:30:00Z
0.194356;0.1534288;2016-01-03T10:45:00Z
0.206018;0.127936;2016-01-03T11:00:00Z
0.178808;0.1022864;2016-01-03T11:15:00Z
0.155484;0.1082656;2016-01-03T11:30:00Z
0.468476;0.1240024;2016-01-03T11:45:00Z
0.155484;0.10622;2016-01-03T12:00:00Z
0.13807;0.1101544;2016-01-03T12:15:00Z
0.16528;0.127936;2016-01-03T12:30:00Z
0.114748;0.0865496;2016-01-03T12:45:00Z
0.145844;0.1240024;2016-01-03T13:00:00Z
0.122522;0.1003976;2016-01-03T13:15:00Z
0.13807;0.1082656;2016-01-03T13:30:00Z
0.12641;0.1022864;2016-01-03T13:45:00Z
0.118634;0.098352;2016-01-03T14:00:00Z
0.141958;0.1082656;2016-01-03T14:15:00Z
0.134184;0.1082656;2016-01-03T14:30:00Z
0.116614;0.0944176;2016-01-03T14:45:00Z
0.143824;0.1180224;2016-01-03T15:00:00Z
0.1205;0.104332;2016-01-03T15:15:00Z
0.106974;0.0865496;2016-01-03T15:30:00Z
0.132162;0.104332;2016-01-03T15:45:00Z
0.186582;0.1122;2016-01-03T16:00:00Z
0.155484;0.120068;2016-01-03T16:15:00Z
0.16528;0.1436728;2016-01-03T16:30:00Z
0.159372;0.1416272;2016-01-03T16:45:00Z
0.161394;0.1101544;2016-01-03T17:00:00Z
0.36741;0.1219568;2016-01-03T17:15:00Z
0.528648;0.1219568;2016-01-03T17:30:00Z
0.361502;0.127936;2016-01-03T17:45:00Z
0.28376;0.1161336;2016-01-03T18:00:00Z
0.270232;0.1219568;2016-01-03T18:15:00Z
0.16528;0.1318704;2016-01-03T18:30:00Z
0.16528;0.1258904;2016-01-03T18:45:00Z
0.190468;0.1573632;2016-01-03T19:00:00Z
0.145844;0.1082656;2016-01-03T19:15:00Z
0.13807;0.10622;2016-01-03T19:30:00Z
0.116614;0.0846616;2016-01-03T19:45:00Z
0.13605;0.1082656;2016-01-03T20:00:00Z
0.134184;0.1082656;2016-01-03T20:15:00Z
0.14771;0.1122;2016-01-03T20:30:00Z
0.145844;0.1101544;2016-01-03T20:45:00Z
0.161394;0.1219568;2016-01-03T21:00:00Z
0.161394;0.1022864;2016-01-03T21:15:00Z
0.173054;0.1082656;2016-01-03T21:30:00Z
0.161394;0.1082656;2016-01-03T21:45:00Z
0.167146;0.1219568;2016-01-03T22:00:00Z
0.130296;0.1003976;2016-01-03T22:15:00Z
0.13807;0.1101544;2016-01-03T22:30:00Z
0.151598;0.120068;2016-01-03T22:45:00Z
0.196378;0.0885952;2016-01-03T23:00:00Z
0.132162;0.0885952;2016-01-03T23:15:00Z
0.151598;0.120068;2016-01-03T23:30:00Z
0.157506;0.1376928;2016-01-03T23:45:00Z
0.155484;0.1258904;2016-01-04T00:00:00Z
0.143824;0.1219568;2016-01-04T00:15:00Z
0.10884;0.0885952;2016-01-04T00:30:00Z
0.14771;0.1240024;2016-01-04T00:45:00Z
0.14771;0.1258904;2016-01-04T01:00:00Z
0.134184;0.10622;2016-01-04T01:15:00Z
0.128274;0.1122;2016-01-04T01:30:00Z
0.114748;0.0944176;2016-01-04T01:45:00Z
0.118634;0.104332;2016-01-04T02:00:00Z
0.118634;0.1022864;2016-01-04T02:15:00Z
0.143824;0.1298248;2016-01-04T02:30:00Z
0.116614;0.096464;2016-01-04T02:45:00Z
0.103086;0.0807272;2016-01-04T03:00:00Z
0.153618;0.1258904;2016-01-04T03:15:00Z
0.130296;0.114088;2016-01-04T03:30:00Z
0.114748;0.0944176;2016-01-04T03:45:00Z
0.114748;0.0925296;2016-01-04T04:00:00Z
0.13605;0.1240024;2016-01-04T04:15:00Z
0.122522;0.104332;2016-01-04T04:30:00Z
0.122522;0.104332;2016-01-04T04:45:00Z
0.104952;0.0747472;2016-01-04T05:00:00Z
0.167146;0.1082656;2016-01-04T05:15:00Z
0.16528;0.1101544;2016-01-04T05:30:00Z
0.145844;0.1022864;2016-01-04T05:45:00Z
0.132162;0.10622;2016-01-04T06:00:00Z
0.118634;0.0944176;2016-01-04T06:15:00Z
0.122522;0.1003976;2016-01-04T06:30:00Z
0.143824;0.1082656;2016-01-04T06:45:00Z
0.141958;0.120068;2016-01-04T07:00:00Z
0.122522;0.0944176;2016-01-04T07:15:00Z
0.11086;0.082616;2016-01-04T07:30:00Z
0.116614;0.0925296;2016-01-04T07:45:00Z
0.423696;0.114088;2016-01-04T08:00:00Z
0.182694;0.1298248;2016-01-04T08:15:00Z
0.16528;0.135804;2016-01-04T08:30:00Z
0.173054;0.1515408;2016-01-04T08:45:00Z
0.157506;0.1416272;2016-01-04T09:00:00Z
0.161394;0.1494952;2016-01-04T09:15:00Z
0.157506;0.1455608;2016-01-04T09:30:00Z
0.180828;0.1573632;2016-01-04T09:45:00Z
0.167146;0.1534288;2016-01-04T10:00:00Z
0.16528;0.1534288;2016-01-04T10:15:00Z
0.167146;0.1573632;2016-01-04T10:30:00Z
0.169168;0.1534288;2016-01-04T10:45:00Z
0.17492;0.1298248;2016-01-04T11:00:00Z
0.17492;0.114088;2016-01-04T11:15:00Z
0.155484;0.1397384;2016-01-04T11:30:00Z
0.184716;0.1790792;2016-01-04T11:45:00Z
0.390734;0.1712112;2016-01-04T12:00:00Z
0.412034;0.1691656;2016-01-04T12:15:00Z
0.28376;0.1298248;2016-01-04T12:30:00Z
0.427582;0.1790792;2016-01-04T12:45:00Z
0.37705;0.1476064;2016-01-04T13:00:00Z
0.347974;0.1455608;2016-01-04T13:15:00Z
0.357614;0.1534288;2016-01-04T13:30:00Z
0.34984;0.1337584;2016-01-04T13:45:00Z
0.320764;0.1691656;2016-01-04T14:00:00Z
0.32854;0.1494952;2016-01-04T14:15:00Z
0.332426;0.1416272;2016-01-04T14:30:00Z
0.314856;0.1376928;2016-01-04T14:45:00Z
0.386846;0.1712112;2016-01-04T15:00:00Z
0.309104;0.1416272;2016-01-04T15:15:00Z
0.250796;0.1397384;2016-01-04T15:30:00Z
0.159372;0.1376928;2016-01-04T15:45:00Z
0.163258;0.1397384;2016-01-04T16:00:00Z
0.206018;0.2085064;2016-01-04T16:15:00Z
0.213792;0.21244;2016-01-04T16:30:00Z
0.239136;0.226288;2016-01-04T16:45:00Z
0.231362;0.1770336;2016-01-04T17:00:00Z
0.153618;0.1240024;2016-01-04T17:15:00Z
0.157506;0.1337584;2016-01-04T17:30:00Z
0.16528;0.1397384;2016-01-04T17:45:00Z
0.2197;0.1652312;2016-01-04T18:00:00Z
0.423696;0.1534288;2016-01-04T18:15:00Z
0.33818;0.1455608;2016-01-04T18:30:00Z
0.206018;0.1712112;2016-01-04T18:45:00Z
0.211926;0.1712112;2016-01-04T19:00:00Z
0.180828;0.1534288;2016-01-04T19:15:00Z
0.176942;0.1455608;2016-01-04T19:30:00Z
0.16528;0.1298248;2016-01-04T19:45:00Z
0.157506;0.127936;2016-01-04T20:00:00Z
0.153618;0.1240024;2016-01-04T20:15:00Z
0.149732;0.1219568;2016-01-04T20:30:00Z
0.153618;0.1298248;2016-01-04T20:45:00Z
0.153618;0.1240024;2016-01-04T21:00:00Z
0.157506;0.104332;2016-01-04T21:15:00Z
0.157506;0.0885952;2016-01-04T21:30:00Z
0.157506;0.1101544;2016-01-04T21:45:00Z
0.151598;0.104332;2016-01-04T22:00:00Z
0.12641;0.0944176;2016-01-04T22:15:00Z
0.143824;0.1022864;2016-01-04T22:30:00Z
0.153618;0.1101544;2016-01-04T22:45:00Z
0.221566;0.1003976;2016-01-04T23:00:00Z
0.151598;0.104332;2016-01-04T23:15:00Z
0.159372;0.120068;2016-01-04T23:30:00Z
0.143824;0.114088;2016-01-04T23:45:00Z
0.151598;0.1219568;2016-01-05T00:00:00Z
0.10884;0.0925296;2016-01-05T00:15:00Z
0.132162;0.10622;2016-01-05T00:30:00Z
0.139936;0.1180224;2016-01-05T00:45:00Z
0.153618;0.1298248;2016-01-05T01:00:00Z
0.141958;0.120068;2016-01-05T01:15:00Z
0.112726;0.0846616;2016-01-05T01:30:00Z
0.11086;0.0944176;2016-01-05T01:45:00Z
0.124388;0.114088;2016-01-05T02:00:00Z
0.118634;0.1003976;2016-01-05T02:15:00Z
0.112726;0.090484;2016-01-05T02:30:00Z
0.139936;0.1082656;2016-01-05T02:45:00Z
0.130296;0.1180224;2016-01-05T03:00:00Z
0.128274;0.1101544;2016-01-05T03:15:00Z
0.124388;0.1022864;2016-01-05T03:30:00Z
0.124388;0.1003976;2016-01-05T03:45:00Z
0.116614;0.104332;2016-01-05T04:00:00Z
0.10884;0.0925296;2016-01-05T04:15:00Z
0.116614;0.090484;2016-01-05T04:30:00Z
0.14771;0.127936;2016-01-05T04:45:00Z
0.132162;0.1082656;2016-01-05T05:00:00Z
0.157506;0.1003976;2016-01-05T05:15:00Z
0.155484;0.098352;2016-01-05T05:30:00Z
0.143824;0.104332;2016-01-05T05:45:00Z
0.12641;0.0944176;2016-01-05T06:00:00Z
0.124388;0.0944176;2016-01-05T06:15:00Z
0.134184;0.10622;2016-01-05T06:30:00Z
0.141958;0.135804;2016-01-05T06:45:00Z
0.149732;0.1101544;2016-01-05T07:00:00Z
0.450906;0.1180224;2016-01-05T07:15:00Z
0.194356;0.1219568;2016-01-05T07:30:00Z
0.159372;0.135804;2016-01-05T07:45:00Z
0.151598;0.120068;2016-01-05T08:00:00Z
0.157506;0.1337584;2016-01-05T08:15:00Z
0.171034;0.1337584;2016-01-05T08:30:00Z
0.22934;0.1652312;2016-01-05T08:45:00Z
0.217678;0.1573632;2016-01-05T09:00:00Z
0.227474;0.1515408;2016-01-05T09:15:00Z
0.157506;0.1494952;2016-01-05T09:30:00Z
0.145844;0.1298248;2016-01-05T09:45:00Z
0.239136;0.135804;2016-01-05T10:00:00Z
0.43147;0.135804;2016-01-05T10:15:00Z
0.145844;0.1258904;2016-01-05T10:30:00Z
0.14771;0.1337584;2016-01-05T10:45:00Z
0.17492;0.1318704;2016-01-05T11:00:00Z
0.223588;0.1455608;2016-01-05T11:15:00Z
0.190468;0.1691656;2016-01-05T11:30:00Z
0.188602;0.1554744;2016-01-05T11:45:00Z
0.344088;0.1455608;2016-01-05T12:00:00Z
0.149732;0.1219568;2016-01-05T12:15:00Z
0.178808;0.1476064;2016-01-05T12:30:00Z
0.167146;0.1397384;2016-01-05T12:45:00Z
0.149732;0.1258904;2016-01-05T13:00:00Z
0.161394;0.1416272;2016-01-05T13:15:00Z
0.143824;0.120068;2016-01-05T13:30:00Z
0.134184;0.120068;2016-01-05T13:45:00Z
0.14771;0.1376928;2016-01-05T14:00:00Z
0.169168;0.135804;2016-01-05T14:15:00Z
0.124388;0.096464;2016-01-05T14:30:00Z
0.507346;0.1416272;2016-01-05T14:45:00Z
0.505326;0.1494952;2016-01-05T15:00:00Z
0.400374;0.1436728;2016-01-05T15:15:00Z
0.425718;0.1298248;2016-01-05T15:30:00Z
0.408148;0.1476064;2016-01-05T15:45:00Z
0.414056;0.1730992;2016-01-05T16:00:00Z
0.400374;0.1515408;2016-01-05T16:15:00Z
0.36539;0.1416272;2016-01-05T16:30:00Z
0.332426;0.1594088;2016-01-05T16:45:00Z
0.445152;0.1691656;2016-01-05T17:00:00Z
0.209904;0.1494952;2016-01-05T17:15:00Z
0.17492;0.1298248;2016-01-05T17:30:00Z
0.20213;0.1476064;2016-01-05T17:45:00Z
0.176942;0.1376928;2016-01-05T18:00:00Z
0.351862;0.1554744;2016-01-05T18:15:00Z
0.241002;0.1790792;2016-01-05T18:30:00Z
0.173054;0.1476064;2016-01-05T18:45:00Z
0.180828;0.1515408;2016-01-05T19:00:00Z
0.200264;0.1691656;2016-01-05T19:15:00Z
0.221566;0.1712112;2016-01-05T19:30:00Z
0.171034;0.1337584;2016-01-05T19:45:00Z
0.169168;0.1318704;2016-01-05T20:00:00Z
0.169168;0.1219568;2016-01-05T20:15:00Z
0.16528;0.120068;2016-01-05T20:30:00Z
0.180828;0.1318704;2016-01-05T20:45:00Z
0.19249;0.1455608;2016-01-05T21:00:00Z
0.19249;0.1298248;2016-01-05T21:15:00Z
0.194356;0.1122;2016-01-05T21:30:00Z
0.200264;0.1476064;2016-01-05T21:45:00Z
0.176942;0.1298248;2016-01-05T22:00:00Z
0.157506;0.120068;2016-01-05T22:15:00Z
0.153618;0.1082656;2016-01-05T22:30:00Z
0.163258;0.1240024;2016-01-05T22:45:00Z
0.24691;0.1180224;2016-01-05T23:00:00Z
0.171034;0.1180224;2016-01-05T23:15:00Z
0.198244;0.1554744;2016-01-05T23:30:00Z
0.180828;0.127936;2016-01-05T23:45:00Z
0.157506;0.1240024;2016-01-06T00:00:00Z
0.143824;0.120068;2016-01-06T00:15:00Z
0.134184;0.1122;2016-01-06T00:30:00Z
0.11086;0.0846616;2016-01-06T00:45:00Z
0.132162;0.1101544;2016-01-06T01:00:00Z
0.128274;0.10622;2016-01-06T01:15:00Z
0.13605;0.114088;2016-01-06T01:30:00Z
0.153618;0.127936;2016-01-06T01:45:00Z
0.132162;0.1161336;2016-01-06T02:00:00Z
0.1205;0.10622;2016-01-06T02:15:00Z
0.114748;0.096464;2016-01-06T02:30:00Z
0.12641;0.1161336;2016-01-06T02:45:00Z
0.1205;0.1022864;2016-01-06T03:00:00Z
0.116614;0.096464;2016-01-06T03:15:00Z
0.130296;0.1003976;2016-01-06T03:30:00Z
0.139936;0.1122;2016-01-06T03:45:00Z
0.114748;0.096464;2016-01-06T04:00:00Z
0.122522;0.104332;2016-01-06T04:15:00Z
0.104952;0.0846616;2016-01-06T04:30:00Z
0.112726;0.0944176;2016-01-06T04:45:00Z
0.124388;0.10622;2016-01-06T05:00:00Z
0.178808;0.1258904;2016-01-06T05:15:00Z
0.151598;0.0944176;2016-01-06T05:30:00Z
0.139936;0.098352;2016-01-06T05:45:00Z
0.132162;0.098352;2016-01-06T06:00:00Z
0.157506;0.096464;2016-01-06T06:15:00Z
0.427582;0.127936;2016-01-06T06:30:00Z
0.233228;0.1455608;2016-01-06T06:45:00Z
0.206018;0.1633432;2016-01-06T07:00:00Z
0.19249;0.1573632;2016-01-06T07:15:00Z
0.190468;0.1476064;2016-01-06T07:30:00Z
0.194356;0.1476064;2016-01-06T07:45:00Z
0.215812;0.1612976;2016-01-06T08:00:00Z
0.159372;0.1397384;2016-01-06T08:15:00Z
0.145844;0.135804;2016-01-06T08:30:00Z
0.163258;0.1515408;2016-01-06T08:45:00Z
0.186582;0.1633432;2016-01-06T09:00:00Z
0.184716;0.1652312;2016-01-06T09:15:00Z
0.163258;0.1436728;2016-01-06T09:30:00Z
0.159372;0.1494952;2016-01-06T09:45:00Z
0.157506;0.1436728;2016-01-06T10:00:00Z
0.159372;0.1397384;2016-01-06T10:15:00Z
0.151598;0.1258904;2016-01-06T10:30:00Z
0.143824;0.1258904;2016-01-06T10:45:00Z
0.2197;0.1318704;2016-01-06T11:00:00Z
0.244888;0.1515408;2016-01-06T11:15:00Z
0.178808;0.1476064;2016-01-06T11:30:00Z
0.190468;0.1790792;2016-01-06T11:45:00Z
0.161394;0.135804;2016-01-06T12:00:00Z
0.169168;0.1376928;2016-01-06T12:15:00Z
0.145844;0.114088;2016-01-06T12:30:00Z
0.130296;0.1082656;2016-01-06T12:45:00Z
0.151598;0.1258904;2016-01-06T13:00:00Z
0.159372;0.135804;2016-01-06T13:15:00Z
0.141958;0.120068;2016-01-06T13:30:00Z
0.151598;0.1161336;2016-01-06T13:45:00Z
0.153618;0.127936;2016-01-06T14:00:00Z
0.169168;0.127936;2016-01-06T14:15:00Z
0.16528;0.1376928;2016-01-06T14:30:00Z
0.155484;0.127936;2016-01-06T14:45:00Z
0.161394;0.1397384;2016-01-06T15:00:00Z
0.139936;0.1161336;2016-01-06T15:15:00Z
0.161394;0.1455608;2016-01-06T15:30:00Z
